#,Nombre de presa,Nombre común,Organismo de cuenca,Entidad federativa,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
186,"Rodrigo Gómez, N.L.","La Boca, N.L.",Río Bravo,Nuevo León,449.2,42.657,448.54,39.49,440.99,12.667,32
187,"La Concepción, Méx.","La Concepción, Méx.",Aguas del Valle de México,México,2352.54,12.599,2352.1,12.111,2344.52,5.79,48
188,"Madín, Méx.","Madín, Méx.",Aguas del Valle de México,México,2346.04,17.964,2336.29,9.37,2333.32,7.55,81
189,"Javier Rojo Gómez, Hgo.","La Peña, Hgo.",Aguas del Valle de México,Hidalgo,1977.839,43.317,1976.84,39.99,1972.05,27.439,69
190,"Taxhimay, Méx.","Taxhimay, Méx.",Aguas del Valle de México,México,2216.1,47.386,2214.1,39.914,2209.66,24.434,61
191,"Requena, Hgo.","Requena, Hgo.",Aguas del Valle de México,Hidalgo,2110.3,61.519,2109,51.57,2102.97,15.671,30
192,"Endhó, Hgo.","Endhó, Hgo.",Aguas del Valle de México,Hidalgo,2020,208.65,2018,182.9,2013.18,124.765,68
193,"Vicente Aguirre, Hgo.","Las Golondrinas, Hgo.",Aguas del Valle de México,Hidalgo,1855.5,19.685,1854.9,17.799,1845.39,0.812,5
194,"San José Atlanga, Tlax.","Atlanga,Tlax.",Balsas,Tlaxcala,2486.87,47.97,2486.4,42.63,2484.2,22.412,53
195,"Manuel Avila Camacho, Pue.","Valsequillo o Balcón del Diablo, Pue.",Balsas,Puebla,2062,391.489,2059.02,300.654,2056.05,226.045,75
196,"Yosocuta, Oax.",San Marcos Arteaga,Balsas,Oaxaca,1512.55,57.26,1509.7,47.226,1503.86,31.578,67
197,"Pucuato, Mich.","Pucuato, Mich.",Balsas,Michoacán,2500,11.534,2499,9.485,2496.76,5.574,59
198,"Sabaneta, Mich.","Sabaneta, Mich.",Balsas,Michoacán,2508.95,5.875,2508,5.043,2507.97,5.018,100
199,"Agostitlán, Mich.","Mata de Pinos, Mich.",Balsas,Michoacán,2377.84,18.754,2376.6,15.675,2376.33,15.049,96
200,"El Bosque, Mich.","El Bosque, Mich.",Balsas,Michoacán,1743,220.1,1741.4,202.4,1732.8,118.118,58
201,"Valle de Bravo, Méx.","Valle de Bravo, Méx.",Balsas,México,1833,449.42,1830,394.39,1813.06,122.275,31
202,"Villa Victoria, Méx.","Villa Victoria,Méx.",Balsas,México,2607.5,249.943,2605.5,185.723,2600.07,56.563,30
203,"El Gallo, Gro.","El Gallo, Gro.",Balsas,Guerrero,368,545.966,362.78,400.039,361.32,364.87,91
204,"El Rodeo, Mor.","El Rodeo, Mor.",Balsas,Morelos,1166.5,33.137,1164.2,26.984,1154.13,4.683,17
205,"Laguna de Tuxpan, Gro.","Laguna de Tuxpan, Gro.",Balsas,Guerrero,743.35,19.503,742.84,17.647,741.65,13.47,76
206,"Andrés Figueroa, Gro.","Las Garzas, Gro.",Balsas,Guerrero,382.61,133.029,377,102.5,364.77,54.556,53
207,"Valerio Trujano, Gro.","Tepecoacuilco, Gro.",Balsas,Guerrero,842.78,51.727,840,31.014,834,7.737,25
208,"Vicente Guerrero, Gro.","Palos Altos, Gro.",Balsas,Guerrero,430.3,300,425,249.49,415.93,153.041,61
209,"La Calera, Gro.","La Calera, Gro.",Balsas,Guerrero,122.62,34.193,118,9.393,118.02,9.468,101
210,"Ing. Carlos Ramírez Ulloa, Gro.","El Caracol, Gro.",Balsas,Guerrero,523.6,1183.23,521,1057.29,510.94,688.997,65
